Date,Tweet Text,Retweets,Favorites,Followers,Follows
01/02/2022 06:01,Celebrating Black History Month today and everyday! 🎉 #diversity #inclusion #equity #workplace #speaker #drlauranstar #business #IDE #Inclusionfirst #blackhistorymonth,0,0,396,592
01/02/2022 06:01,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",0,1,1361,1132
01/02/2022 06:01,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",0,0,653,482
01/02/2022 06:01,"It’s #BlackHistoryMonth! Today, we showcase some of the work Renascent's doing to embed principles of #Diversity, #Equity and #Inclusion across our organization. We spoke with Isaiah Gayle, Business Development Specialist and Diversity Committee Member:",0,0,1689,1953
01/02/2022 06:01,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",0,0,321,577
01/02/2022 06:01,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",0,0,264,427
01/02/2022 06:00,Got bills? You can turn some of the #equity in your home into monthly revenue. No additional #debt. No monthly payments. Learn more🏡  #Algorand #NFT #realestate #blockchain,0,0,1264,4998
01/02/2022 06:00,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",0,0,744,732
01/02/2022 06:00,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",1,0,975,3418
01/02/2022 06:00,"Today marks the start of #BlackHistoyMonth. Join us all month long as we highlight African-American history and current historical moments. We give thanks to the leaders who stood strong against adversity for the sake of #diversity, #equity and #inclusion.",0,0,438,264
01/02/2022 06:00,"Introducing #TriggerMe #Telegram #Bot for tracking the markets realtime. #Equity/#Cryptocurrency/#Indices/#Crypto Be with the price, Track it Live! Access bot on Telegram: @TriggerMe_bot  Details:",0,1,12073,3684
01/02/2022 06:00,We kick off #BlackHistoryMonth today by sharing inspiration from Caleb Dessalgne on the opportunity to learn about the diverse cultural identities within the Black community. #SocialImpact #diversity #equity #inclusion,0,0,7217,416
01/02/2022 05:56,"To deliver on the promise of help fighting health disparities and improve access, #DigitalHealth tools must be deployed correctly. Validation should be performed and data sets must be representative of the patient population being served #Outcomes #Equity",0,0,46,116
01/02/2022 05:55,"local news cooperatives provide #equity, opportunity, and justice for the communities that they serve.",0,1,16787,1706
01/02/2022 05:55,*Now Pay Per Call Charges😍* :  Hurry up✈️😍 -All Fundhouse Trade will be share in this Group. #RisewithDTC #Future #Stock Options #Multibagger #Equity,3,6,2794,8
01/02/2022 05:53,"#BlackHistoryMonth is also shared with #HeartMonth & awareness about heart health. Black people are disproportionately impacted by heart disease &amp; complications. Why? Stress, food, environmental factors. #accessibility #discrimination #Equality #equity #BLM #BlackLivesMatter",0,0,281,674
01/02/2022 05:52,"Happy #BlackHistoryMonth As we reflect on those who paved the way for us, let's honor their significant contributions to American History by continuing our fight for #diversity, #equity, and #inclusion for all, not just during this month but all year round. #weareinthistogether",11,20,6767,4115
01/02/2022 05:51,*Now Pay Per Call Charges😍* :  Hurry up✈️😍 -All Fundhouse Trade will be share in this Group by @Darshan_DT7 Sir. #Future #Stock Options #Multibagger #Equity,2,5,2435,96
01/02/2022 05:49,For me Black Health and Wellness also means food equity. Do marginalized neighborhoods have access to healthy and quality food? #BlackHistoryMonth #Soulfood #equity #Equality #BlackLivesMatter #FoodieBeauty #accessibility #discrimination #Health #HeartMonth,0,0,281,674
01/02/2022 05:47,"Climate change is a public health and #equity crisis, and we must work in coordination to address it. Join @PublicHealth and other organizations who have formally committed to address climate change:  #ClimateActionforHealth",0,1,2508,317
01/02/2022 05:47,"“The question for educational leaders is, Within my context, given my spheres of influence, how far out of these baby steps can I stretch? The commitment, then, is to stretch at least that far."" @fcps_cp #equity RT @ELmagazine: There's a clear need to be ""strategic and bold, to build a shared vision among staff, and to analyze—and act on—data with an equity lens.” @DrCTLew @Editorbytrade Persevering in Equity Work:",0,2,901,1380
01/02/2022 05:46,"It’s the Year of the Tiger! #HappyLunarNewYear to those who celebrate. May this year be filled with good fortune and prosperity. We, at #Stroock, continue our commitment to #diversity, #equity and #inclusion. #HappyChineseNewYear",0,2,503,1130
01/02/2022 05:45,It's time to move forward and leave some paradigms behind. #KRC #DEI #Diversity #Diverse #Equity #Inclusion #Culture #Cultural #Teams,0,0,383,185
01/02/2022 05:44,The Market Story 1 February 2022. #iiflsecurities #stockmarkets #sharemarket #Nifty #sensex #sharemarketnews #banknifty #equity #trading #news #theunicornfinancials #fii #dii,1,0,2,18
01/02/2022 05:42,No one is Scared if a Black Woman on the #SCOTUS we’re Scared of the Trend Away from #MeritMatters to #Equity RT @covie_93: Why the hell does having a Black woman on the supreme court scare republicans so much???,0,0,287,339
01/02/2022 05:42,Today's word of the day is INCLUSION. This term is commonly described as the state or practice of providing equal access to opportunities and resources for the otherwise excluded demography. #bsf #wotd #wordoftheday #tuesdaytips #tuesdaythoughts #inclusion #equity #education,0,0,2,2
01/02/2022 05:39,4 pre-implementation steps for #equity in #DIScience: - establish partners - choose intervention w equity in mind - evaluate performance gaps by pop - address barriers like #racism n #power @ninezponce @LaurieZephyrin @RRHDr @RasuShrestha @AcademyHealth,2,0,6898,355
01/02/2022 05:37,"This month, Lustgarten is renewing our commitment to #diversity, #equity and #inclusion in all aspects of #pancreaticcancer research. Visit  to see how we are influencing the conversation. #BlackHistoryMonth",0,1,7701,3856
01/02/2022 05:34,"To get to all greens, you need to atleast start! For latest updates, visit our website,  or contact us at +91 9346205281 For Account Opening, click on the below link  #finance #equity #wealth #invest #investment #investor #trading",0,0,3,0
01/02/2022 05:33,"If we want to make changes that make a difference and last, we must start by getting a clear picture of reality. @fcps_cp #equity RT @ELmagazine: To improve equity, educators must work to get a clearer view of their practice, writes @jimknight99. To Change, Start Where You (Really) Are:  #edchat #educoach",0,1,901,1380
01/02/2022 05:33,Tags #sharebazar #stockmarketinvesting #houseofbillionaires #dalalstreet #stocksvsbonds #stockmarketadvisor #stock #shareholder #equity #rakeshjhunjhunwala #warrenbuffett #stockmarket #nifty50 #sensex #Sharemarket #sharebazzar #stockmarkermemes #stocks #stockmarketnews #indian,1,0,1,8
01/02/2022 05:30,"Join @ACFHHS on Feb 3 for a National Call-to-Action on racial equity, announcing the upcoming release of their Information Memorandum. Learn about the Administration’s actions, significance of #racialequity & ways you can make an impact to advance #equity.",0,0,1863,435
01/02/2022 05:30,"Introducing #TriggerMe #Telegram #Bot for tracking the markets realtime. #Equity/#Cryptocurrency/#Indices/#Crypto Be with the price, Track it Live! Access bot on Telegram: @TriggerMe_bot  Details:",0,1,12073,3684
01/02/2022 05:30,Equity Research Interview Q&A...👍 Top 20 Equity Research interview questions that are repeatedly asked for the positions of #equity research analysts. Complete guide 👉 #finance #JPMorgan #CFA #MBA .,1,2,392,2
01/02/2022 05:26,"Beautiful thread on #diversity #inclusion in #surgery . Thanks for sharing your story @autefeh and paving the way, despite the struggles. You'll make a huge difference in the lives of patients who see themselves in you. Salut! #MedTwitter #equity #SheLooksLikeASurgeon RT @autefeh: Reminiscing as Match comes about on my first cringe experience with surgery. As a Muslim Woman I have fluctuated with how I dress (as is my choice) but it wasn’t until my M3 surgery clerkship that I wore short sleeves for the first time & it was super uncomfortable 🧵#MedTwitter",1,0,3183,4996
01/02/2022 05:21,Don't take #democracy or #humanrights for granted. Don't assume everyone in the nation enjoys them as fully as you may. #USA #equity #equality #justice #Jan6th,0,1,4039,4662
01/02/2022 05:20,"Deadline Tomorrow! Join us for Advancing Diversity, Equity and Inclusion, Feb 16-17. #FCISevents #DEI #Equity REGISTRATION:",1,0,882,626
01/02/2022 05:20,Living Race Healer's Code starts today! Thank you to all the attendees. I'm looking forward to going through this journey with you. #healingracism #race #racism #blacklivesmatter #woke #spirituality #personalgrowth #healthandhealing #diversityandinclusion #equity #healthcare,0,0,47,108
01/02/2022 05:12,Honored to speak today on the opportunity innovation & digital health represent @ event endorsed by the French Presidency of the EU Council: Beyond COVID-19: A multi-sectoral approach to accelerating digital health transformation in Europe. #digitalhealth #innovations #equity,1,0,264,102
01/02/2022 05:07,Todays #Budget2022 announcement on Crypto tax - Good for the equity markets. People who left it for crypto will come back bigger 😀😇 #cryptocurrency #StockMarket #equity @dmuthuk,0,1,71,144
01/02/2022 05:06,Did you know CSK just turned unicorn? . . Ever wondered how IPL teams like CSK make money? Swipe right to know more—> click here to include Csk in your portfolio:  #preipo #unlistedequity #investing #equity,0,0,667,180
01/02/2022 05:04,"SC Early Childhood Joint South Eastern Conference February 3-5 Big Learning, Bigger Fun… Building a Foundation for the Future! @sceca4 #SCECA #leadership #education #inclusion #equity #Diversity",0,0,338,214
01/02/2022 05:01,YHSL Market Wrap Report 02-01-22: Stocks Extend Rally - KSE 100 Gains 299.82 Pts! Extending the rally from the previous session the Pakistan Stock Exchange (PSX) closed another session in green. Indices accumulated gains all day long…  #equity #stocks,0,0,9107,4216
01/02/2022 05:00,"BHPI takes the No.1 spot as last week’s most traded #security across all Turquoise order books, ending ASLMa’s reigning position since the start of 2022 - see last weeks’ Top 10 #securities traded below. sales@tradeturquoise.com #tradeturquoise #shares #ETFs #stocks #equity",0,0,561,307
01/02/2022 05:00,"Eight #radiology organizations have partnered to form the Radiology Health Equity Coalition, a collaboration designed to “positively impact #health care #equity in the radiology arena and beyond”:  #disparities #healthequity #radonc",0,0,48526,3179
01/02/2022 05:00,"Introducing #TriggerMe #Telegram #Bot for tracking the markets realtime. #Equity/#Cryptocurrency/#Indices/#Crypto Be with the price, Track it Live! Access bot on Telegram: @TriggerMe_bot  Details:",0,0,12073,3684
01/02/2022 04:59,What a fantastic initiative! Have a look and donate an ESOMAR membership to those who you think need it the most :-) #mrx #insights #global #community #inclusion #diversity #equity,0,0,717,671
01/02/2022 04:59,"Great news! Thanks Jeff for stepping up to lead @USICHgov #endhomelessness #equity #HousingFirst RT @USICHgov: USICH is proud to announce our new executive director, Jeff Olivet. In his decades of experience, he has served as a street outreach worker, a case manager, the CEO of the Center on Social Innovation, and a founding member of Racial Equity Partners.",0,0,3084,751
01/02/2022 04:57,"#diversity, #equity and #inclusion are some of the top priorities for companies today. We bring you 4 strategies to build an amazing foundation and environment for diversity to flourish. Learn more 👉",0,0,537,89
01/02/2022 04:55,"#BlackHistory is an opportunity to teach the world, because Black History IS history. We're looking forward to spending the month of February sharing Black stories and resources as part of our #justice, #equity, #diversity, and #inclusion work ✊🏿 #BlackHistoryMonth",1,2,1169,1300
01/02/2022 04:52,Today marks the start of the #YearOfTheTiger AND #BlackHistoryMonth! So much to celebrate! Resources and more in our winter DEI newsletter! #JoyInLearning #WeAllBelong #LunarNewYear #BlackHistoryIsAmericanHistory #Diversity #Equity #Inclusion #EdEquity,4,6,956,421
01/02/2022 04:52,88000 #profit today.... 1.76% roi #chartingskills #Equity #Options #optionseller #OptionStrategist #Hedging #Futures #trading #Investing #banknifty #Nifty #Nifty50 #Sensex #StockMarket,2,1,404,61
01/02/2022 04:52,Options Available For NRI Investment In India Direct Equity Fixed Deposit Bank Account Mutual funds Real Estate Public Provident Fund We have an experienced investment team to help NRIs make wise investment decisions. Contact  #investing #equity,0,0,1002,585
01/02/2022 04:49,The SAT Is Going Digital. Will That Make the Test More Equitable? #highered #SAT #equity,0,0,23551,14872
01/02/2022 04:41,"#equity Index Relative Value Trade Idea Feb 1, 2022",0,0,1,0
01/02/2022 04:41,"How can we openly & independently measure the accuracy of pulse oximeters, incl. on different skin tones? 📢Hear it from the experts! Dr @mlipnick @UCSF_CHESA Scroll to the last question &amp; click 👉 #EveryBreathCounts #InvestInOxygen #COVID19 #equity",0,4,5931,1319
01/02/2022 04:39,"Dr, ?@CBSMornings Get a BETTER doctor! #pandemic Masks are not “widely available” to all! Glad you call it cbs mornings bc not news.#CripTheVote #EndPoverty #equity",0,0,1247,1366
01/02/2022 04:34,World Cancer Day 2022 coming up in the next few days! 'CLOSE THE CARE GAP'. There is need for equity in cancer care and management. #wcd2022 #equity #cancercare_withndidi #arcon,0,0,2,4
01/02/2022 04:30,"Introducing #TriggerMe #Telegram #Bot for tracking the markets realtime. #Equity/#Cryptocurrency/#Indices/#Crypto Be with the price, Track it Live! Access bot on Telegram: @TriggerMe_bot  Details:",0,0,12073,3684
01/02/2022 04:28,#Equity Markets: Seeing Past the Corrections - @coronationmb  via @proshare,1,0,80064,458
01/02/2022 04:25,Union Budget 2022 For Investment in Sharekhan 📞+917977425978 #financialperitorum #sharekhan #equity #mutualfund #stockmarket #NSE #bse #finance #fintech #financialliteracy #financialmarkets #financialimmunity #moneycontrol #CNBCTV18LIVE #UnionBudget2022 #Budget2022 #Highlights,0,0,13,5
01/02/2022 04:20,"To deliver on the promise of help fighting health disparities and improve access, #DigitalHealth tools must be deployed correctly. Validation should be performed and data sets must be representative of the patient population being served #Outcomes #Equity",1,0,281,835
01/02/2022 04:20,"We @IrvineRoyalAcad are celebrating the Purple stripe in the Rainbow Flag, 25th February 🏳️‍🌈 Showing our support for the LGBTI community! #Inclusive #equity #Proud @HollieJHarley @linzie_sloan @IrvineRoyalFF 💜🏳️‍🌈",1,1,24,98
01/02/2022 04:19,All of this “indoctrination” talk around #CRT and #equity is hypocritical. It’s actually the other way around.,0,0,3401,2175
01/02/2022 04:18,"Celebrate #BlackHistoryMonth while making sure to keep in mind that there is a long way to go for #equity. Black History- #educateme month #troublemakersforgood RT @NPR: Black women are more likely to have a late-stage diagnosis of cervical cancer — and are almost 1.5x more likely to die of the disease than white women, a new report finds.",0,0,225,893
01/02/2022 04:11,How many of you long for tom in index ? #Nifty #Niftybank #StockMarket #OptionsTrading #trading #TRADINGTIPS #Index #Budget2022 #StocksToTrade #Options #equity #Trader #sensex #banknifty #BankNiftyOptions #NIFTYFUTURE,0,0,72,664
01/02/2022 04:09,Whitman-Hanson families lead this list as #1 District in MA with highest number of students (78) that attend a half day kindergarten program. #equity #education #fulldaykindergarten ‼️ 2022 Kindergarten Enrollment By District,2,1,255,818
01/02/2022 04:08,Funny thought of the day. Republicans who complain about censorship when removed from a social media platform are making an argument for #equity,0,0,272,597
01/02/2022 04:08,"This February, as we observe #BlackHistoryMonth, the #winePW will be focusing on BIPOC winemakers and winery owners. Last year, I had a chance to interview @MaisonNoirWines owner André Hueston Mack on the topic. Here's a clip:  #blacksinwine #equity",0,0,6239,5771
01/02/2022 04:08,"*reads contraband copy of the manifesto from #matthewharris the man threatening #ucla with mass shootings today* Y’all I have to say this is a masterpiece, a Finnegan’s Wake for our time. #equity #crt",0,0,8,44
01/02/2022 04:07,"Male #mentors take an active responsibility in promoting #diversity through #equity based practices. Although it may feel easier for men to supervise men in the #MeToo era, it's never been more imperative to afford everyone the same opportunity for #mentorship. #HerOperatingBlog",1,0,839,673
01/02/2022 04:07,"If a women is pregnant in Afghanistan ,her lifetime risk to die is 1 per 8, while if she become pregnant in Sweden , the risk is 1 per 17 400 (WHO et al., 2007) Shocking numbers! #equity #UHC #lstm #Chevening",0,0,13,164
01/02/2022 04:07,Budget 2022-2023 Highlights! . . . #essen #capital #growth #essencg #essencapgrowth #equity #investment #mutualfunds #insurance #loans #financial #services #wealth #management #financeexpert #quoteoftheday,1,0,30,732
01/02/2022 04:06,If we want #equity in our organizations we need to be intentional. #MaximizingU offer a personalized solution to understanding and living #EDI inside and outside of companies.#BlackHistoryMonth,0,6,28561,3827
01/02/2022 04:05,What's the diff between a fraudulent claim for #Bouncebackloan or any Covid Loan and using #EIS and #SEIS to take cash off investors using fasle or misleading info on an #equity #crowdfunding site? You get away with the latter everytime. Taxpayer pays in both cases.,0,0,1923,2465
01/02/2022 04:04,"I spoke to Aoife McDowell at @SyncNI about @proofpoint’s journey with diversity and inclusion and why it has now become such a vital part of our organisation. #diversity #equity #inclusion #lifeatpfpt RT @SyncNI: The latest edition of our podcast, TechCraic, with Tom Keating from @proofpoint is now live. Listen now 🎧",0,1,1362,3794
01/02/2022 04:01,"""We need more light about each other. Light creates understanding, understanding creates love, love creates patience, and patience creates unity.” ~ Malcolm X Happy Black History Month! ✊🏾 🙌🏿 #blackhistorymonth #blacklivesmatter #diversity #equity #inclusion #cosmicunicorns",0,0,27,108
01/02/2022 04:01,"Racial disparities in the criminal legal system are rooted in a history of oppression and discriminatory decision making. This #BlackHistoryMonth, APPR salutes leaders advancing racial equity and fairness in pretrial systems nationally. #equity See how @",0,0,1110,3537
01/02/2022 04:00,"Need some comfort cash? If you are low on cash, we can help you tap into some of the #equity in your home. No additional debt. No monthly payments. Learn more now🏡  #blockchain #Algorand #NFT #realestate",0,1,1264,4998
01/02/2022 04:00,"On Feb 24th we are hosting a free virtual learning day focusing on #Diversity, #Equity, #Inclusion & #Allyship. It will feature speakers like Fauzia Agbonhin, @fauziamazhar2 @ayoowodunni &amp; @karenbkchan! Check out the agenda &amp; register:  #Leaderswanted #DEI",2,1,4190,1514
01/02/2022 04:00,"Introducing #TriggerMe #Telegram #Bot for tracking the markets realtime. #Equity/#Cryptocurrency/#Indices/#Crypto Be with the price, Track it Live! Access bot on Telegram: @TriggerMe_bot  Details:",0,1,12070,3684
01/02/2022 04:00,Gender Analytics: Gender Equity through Inclusive Design #Gender #Analytics #Gender #Equity #through #Inclusive #Design Stanford University ->,0,0,1116,323
01/02/2022 03:59,#Justice > #Equality or #Equity The goal of every society should first be justice for the people.,0,1,42,10
01/02/2022 03:58,"KPIT TECH Q3 ; CONS. NET PROFIT UP 68 % AT 70 CR (YOY), UP 8 % (QOQ) REVENUE UP 20 % AT 622 CR (YOY),UP 5 % (QOQ) EBIT UP 72 % AT 83 CR (YOY), UP 12 % (QOQ) MARGINS AT 13.5 % V 9.4 % (YOY), 12.6 % (QOQ) #KPITTECH #stockstowatch #equity",0,0,55,66
01/02/2022 03:56,"America’s Rental Housing 2022 report shows that despite an increase in rental housing demand in 2021, the disproportionate impact of the rental affordability crisis continues. #afforfablehousing #LIHTC #publichousing #RAD #Diversity #Equity #Inclusion…",0,0,254,195
01/02/2022 03:55,It's unfair to be languishing for 35 to 45 months with IRCC Rabat @CanAmbMorocco but we are aware that Canada is a country of #equity and #justice: that's why we have this enthusiasm to request your intervention M @SeanFraserMP #freeapplicantsIRCCrabat,0,0,29,1305
01/02/2022 03:54,Business outlook of Jubilant Ingrevia #jubilant #outlook #equity,0,0,55,66
01/02/2022 03:54,It's unfair to be languishing for 35 to 45 months with IRCC Rabat @CanAmbMorocco but we are aware that Canada is a country of #equity and #justice: that's why we have this enthusiasm to request your intervention M @SeanFraserMP #freeapplicantsIRCCrabat,0,0,8,303
01/02/2022 03:53,It's unfair to be languishing for 35 to 45 months with IRCC Rabat @CanAmbMorocco but we are aware that Canada is a country of #equity and #justice: that's why we have this enthusiasm to request your intervention M @SeanFraserMP #freeapplicantsIRCCrabat,3,3,980,1583
01/02/2022 03:53,It's unfair to be languishing for 35 to 45 months with IRCC Rabat @CanAmbMorocco but we are aware that Canada is a country of #equity and #justice: that's why we have this enthusiasm to request your intervention M @SeanFraserMP #freeapplicantsIRCCrabat,0,0,7,12
01/02/2022 03:53,It's unfair to be languishing for 35 to 45 months with IRCC Rabat @CanAmbMorocco but we are aware that Canada is a country of #equity and #justice: that's why we have this enthusiasm to request your intervention M @SeanFraserMP #freeapplicantsIRCCrabat,0,0,37,475
01/02/2022 03:49,"Pushpa, sikhne ke liye rukega nai... Our NBT Partners & their staff attending our session on learnings from Pushpa for business development ‼️ Session by: @HMview #Pushpa #BudgetSession2022 #Budget #equity #AatmanirbharBharatKaBudget",1,3,1062,91
01/02/2022 03:46,"Today is important day for equity market We'll see if its back to bullish mode, or it will keep bearish mode #StayTuned #spx #ndx #dxy #equity #stock #trading #investing #dollar #forex #vix",0,0,732,241
01/02/2022 03:38,Here’s a short video from our Founder for LGBT+ History Month this February. #LGBTHistoryMonth #LGBTHM #LGBTPlus #LGBTQPlus #LGBTQIAPlus #Equality #Equity #Diversity #Inclusion #Belonging #DiversityScotland,1,1,823,1727
01/02/2022 03:30,"Introducing #TriggerMe #Telegram #Bot for tracking the markets realtime. #Equity/#Cryptocurrency/#Indices/#Crypto Be with the price, Track it Live! Access bot on Telegram: @TriggerMe_bot  Details:",0,1,12070,3684
01/02/2022 03:27,Here are the key highlights of the 2022 Budget! The budget was well balanced but there were key expectations of the middle class & SMEs which were not addressed. Let us know what your thoughts are! #Budget2022 #crypto #cryptocurrency #equity #news #BudgetSession2022 #Budget,0,0,227,0
01/02/2022 03:26,What #startup founders must know about #CapTable management? Explore here:  #esop #esops #stocks #Shares #equity #venturecapital #cooperatives #IPO #employeebenefits #EmployeeEngagement CC: @DavidSandusky @Rodney_S_North @SteveParfett @WillProchaska,0,0,35,307
01/02/2022 03:23,"Keynote Speaker Dr. @pasi_sahlberg, Professor of @EducationPolicy, University of @NewSouthWales highlighted the Finnish way of #Equity in Education Finland @Dubai Expo2022 @UniEastFinland @IrmaGalliander",0,0,345,1482
01/02/2022 03:23,"“We can have all the technology and innovation but if we do not have the mechanisms to ensure that the fruits of science, technology and innovation will be shared equitably, then we will fail"" rightly said Dr Michael Ryan of @WHO  #Equity #justice #Gandhi",0,0,3448,4921
